,Unnamed: 0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation of star ratings,FOG Index,Flesch Reading Ease,ContentDepth,ContentBreadth
117,117,marlin-waterloo,LocationIts a bit too expensive,2022-09-13,7.0,8.1,10695,1,0,Good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,1,5,811,1.0999999999999996,18.0,32.56,1.8323316075445322,1.4071713255517266
118,118,norfolktowershotel,"The staff was very nice, and Moh made us feel welcome The room was small but cosy, with beautiful bright windows It was quiet and spotlessly clean",2022-05-20,10.0,7.7,9382,0,0,Great little rooms and staff,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,27,927,2.3,12.28,69.45,1.3766491403618553,1.2528879285087275
119,119,thistletower,Afternoon Tea and viewCoffee machine didnt work as well the buttons to clean or dont disturb,2022-05-23,8.0,7.7,20956,0,0,Very good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,2,16,924,0.2999999999999998,8.9,63.7,0.8640757713905112,2.095830119437082
120,120,windsorhousehotel,"Nice location, very clean rooms",2022-08-02,10.0,8.0,6335,0,0,Exceptional,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,1,5,853,2.0,10.0,83.32,1.2508108722850109,0.5834379385817733
121,121,montcalm-chilworth-townhouse,"convenient location, disabled access room was ideal, and very well placedBreakfast was okay, but a bit limited in the range of food available",2022-05-04,8.0,7.7,9205,0,0,Very good,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,2,23,943,0.2999999999999998,16.16,56.59,0.6221489944584738,1.4855824771653505
122,122,parkinternational,"Great location, value for money Great view from the room and comfortable bed Fresh and varied buffet breakfast",2022-04-26,10.0,7.6,6120,0,0,Incredible value and super location,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,5,18,951,2.4000000000000004,11.64,61.67,1.4261360148734177,0.7491860978749167
123,123,studios2let,I appreciated the friendliness of the staff,2023-02-14,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,2,7,657,0.40000000000000036,14.23,38.99,1.8327040751998038,0.8386273973929439
124,124,milleniumgloucester,LocationElevator not working will errors,2024-01-22,8.0,7.4,15320,0,0,Good hotel but need some more house keeping and mintinance for lifting,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,12,5,315,0.5999999999999996,10.0,-1.29,2.4192581800583874,1.360333931151542
125,125,blakemore,Very clean and comfortableNothing,2023-10-05,9.0,8.3,12340,0,0,Very good hotel Close to everything,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,6,4,424,0.6999999999999993,11.6,50.5,2.4194818382887124,0.21250700516134818
126,126,blakemore,The breakfast was a bit bland but I guess thats a cultural differenceMore variety in the breakfast or perhaps a different breakfast menu for different days,2024-10-24,8.0,8.3,12340,0,0,Excellent overall Very friendly staff,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,26,39,0.3000000000000007,15.02,45.09,0.6679527765550032,1.4596512269925481
127,127,montcalm-chilworth-townhouse,"Location of hotel great, breakfast room very small,your all on top of one another and not great choices The bar looks nothing like the booking pictures ver small and not open till early eveningBreakfast,bar,room",2024-05-26,4.0,7.7,9205,0,0,Not the best,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,3,34,190,3.7,15.95,45.43,1.2873193784620947,1.4291775347784845
128,128,blakemore,"Great reception and welcome from staff, very friendly and helpful Lovely room, very comfortable and a real bonus to have air con that actually works Handy location and easy walk to tube and bus stop  Great stayNothing, everything exceeded expectations thank you",2022-07-07,9.0,8.3,12340,0,0,Flying visit to London,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,4,42,879,0.6999999999999993,22.51,37.31,1.1915664514755315,0.8870425475712022
129,129,park-plaza-county-hall,"Full English Breakfast was ok
Sausage quite salty
Premier Inn full English Breakfast Im sorry to say in my opinion was excellentSausages in the full English Breakfast",2022-09-13,9.0,8.6,11045,0,0,Accommodation very good  Over all good apart from the Full English Breakfast,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,12,27,811,0.40000000000000036,12.28,60.99,1.383340579770849,1.5117957999802505
130,130,thistletower,locationair was not cool,2022-07-26,7.0,7.7,20956,0,0,nice visit,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,2,4,860,0.7000000000000002,11.6,50.5,2.4192407106186233,1.0054810103469098
131,131,studios2let,It went very smooth The lady at the reception was very niceThe room was a bit cold Couldnt figure out how to turn on the heater,2023-11-27,8.0,7.6,11670,0,0,"Peaceful area, quiet, easy to get to most places",3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,9,26,371,0.40000000000000036,11.94,78.93,0.6679691904999765,1.8395267797268695
132,132,windsorhousehotel,The location excellent everything within walking distanceGreatI am not good with the symbols for working the electrics etc but that is my fault,2024-09-03,9.0,8.0,6335,0,0,Great Hotel a real treat,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,5,23,90,1.0,14.42,56.59,1.9688622146427077,0.5316701898268854
133,133,norfolktowershotel,"The choice was ok but the quality of ingredients and the realization was poorThe room was small for a kind size bed 
He tooled them two days to fix the air conditioning",2023-06-15,8.0,7.7,9382,0,0,Overall a good stay,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,4,32,536,0.2999999999999998,17.8,64.38,1.85153537573052,0.984983360424661
134,134,phoenixhotel,Great location and friendly staff Im recommending this hotel to anyone visiting London,2022-09-10,10.0,8.2,5898,0,0,Great,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,1,13,814,1.8000000000000007,14.43,41.36,0.7860927172339568,0.7754480203110482
135,135,montcalm-chilworth-townhouse,LocationNo GYM,2022-06-08,8.0,7.7,9205,1,0,Very good,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,2,2,908,0.2999999999999998,20.8,-6.7,1.832275221479023,1.2507400060958087
136,136,the-clermont-victoria,"Really kind staff, everything is clean and tidy, amazing location, the lobby smells really nice too",2022-04-21,10.0,8.7,6664,0,0,recommend this hotel very much,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,5,16,956,1.3000000000000007,8.9,55.24,1.1532026935011432,0.5799682597273086
137,137,point-a-london-liverpool-street,"Location great, basic hotel with excellent staffRooms are small, the shower door is see through",2024-11-18,8.0,7.7,8323,0,0,Very good,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02,2,15,14,0.2999999999999998,11.33,64.71,0.7861295990545387,0.7754354198237348
138,138,blakemore,"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",2024-10-25,8.0,8.3,12340,0,0,Comfortable and clean  very good location,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,6,31,38,0.3000000000000007,13.69,56.93,0.44491048233644603,2.1705309371926806
139,139,keystone-house,"Good location for the money to be near St Pancras and Kings Cross Rail stations Area outside the hotel not the cleanest, but the hotel clean and better than expectations for area and priceLow water pressure in the shower",2024-07-29,8.0,7.9,5933,0,0,Good for 12 night stay for a good price when you need to travel from the train station,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,18,39,126,0.09999999999999964,17.65,48.81,1.8253422297347304,1.099649319602894
140,140,the-belgrave,"The room was fantastic Very clean comfortable beds
The location was brilliant easy access to everywhere in London Tube nearby and bustops close
Breakfast was outstanding
 The staff were so accommadating Very friendly and so helpfulAll was good",2022-07-15,10.0,8.6,5715,0,0,Fantastiic hotel with everything you could wish for,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,8,38,871,1.4000000000000004,21.52,32.91,0.444941339548512,0.9305942403377708
141,141,blakemore,"Beautiful entrance, location, rooms and staffno window in our room",2023-05-18,8.0,8.3,12340,1,0,2nd stay and look forward to going back,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,8,10,564,0.3000000000000007,8.0,61.33,0.864150395969625,1.5175765605277154
142,142,express-hammersmith,"Great locationSmall rooms, but expected for London",2023-08-22,9.0,8.0,8003,0,0,Would stay again,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,3,7,468,1.0,14.23,30.53,2.3073231822578784,0.9480545950106444
143,143,nyx-hotel-london-by-leonardo-hotels,"Location, rooms",2023-06-17,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,2,534,1.5999999999999996,20.8,35.61,1.8326527510227304,1.432402587620898
144,144,crestfieldhotel,Perfect location for traveling around and out of London Would definitely stay again and would highly recommend to others,2024-02-11,10.0,7.8,6515,0,0,Exceptional,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,19,295,2.2,16.02,43.73,0.8641337039447894,0.741682805897456
145,145,lancaster-gate,"was friendly stagfshower was rubbish couldnt get a decent shower 
and the bed was so uncomfortable it was horrible",2022-06-05,1.0,7.7,14445,0,0,rubbish,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,1,19,911,6.7,13.92,52.19,0.8641190659332919,0.7416897244737164
146,146,sidneyhotel,"Very clean, tidy room, 10 mins walk from victoria coach station and train station, good location, value for money, no complaints with continental breakfast would go againOnly thing i thought could have been improved is the bed base, looked like a divan bed with drawers missing but thats just me being picky to find",2022-01-12,10.0,7.8,12641,0,1,Exceptional,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,54,1055,2.2,24.56,33.59,1.209339649954311,0.6169378851297871
147,147,park-plaza-county-hall,"location is great, quite, safe and close to restaurants, coffee shops, close to London eye  easy to reach
fast check in  out, great front desk team
room is spacious and beds are comfortablethe cleaning service is not good comparing it to my previous stay
some furniture need to be renewed",2024-11-10,8.0,8.6,11045,0,0,Great Stay,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,2,50,22,0.5999999999999996,23.2,46.11,0.27407753022480824,1.0134515220817573
148,148,zedwell-trocaderor,"The location was great, very central and close to everything The room was small and basic but very comfortable and cleanThe price given the size and simplicity of the premises",2024-01-06,8.0,7.4,39497,0,0,Comfortable stay,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,30,331,0.5999999999999996,16.0,49.49,1.920670144537221,0.5427608679305984
149,149,lancaster-gate,"Hotel location great,  room had everything expectedDidnt like the basement location of the room",2022-08-09,8.0,7.7,14445,0,0,Great location easy to get to by car or train Lovely and clean,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,13,14,846,0.2999999999999998,11.31,40.35,0.7861213798471809,1.9423851540526127
150,150,royal-national,"Inhouse pub the London Pub
Takeaway discount on Blooms pizza
Wooden room security cardsNo USB charger sockets
A little overpriced at 170",2023-05-18,8.0,7.5,9767,0,0,A reliable choice with some bonus features,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02,7,22,564,0.5,10.62,49.15,0.9611259641235625,1.2963631325354636
151,151,milleniumgloucester,"location was excellent right beside Gloucester Road tube stationWhile the entrance and lobby are very grand the guest room, while very clean, was looking  dated and shabby with cracked tiles in the bathroom and peeling, scuffed woodwork in the bedroom The corridors smelt very damp as if the carpets were wet I was  disappointed as Ive stayed here several times before and always been very impressed",2022-05-23,6.0,7.4,15320,0,0,Great location but unlikely to choose this property in the future,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,11,66,924,1.4000000000000004,29.43,21.41,1.5532469835905451,0.8759943532856009
152,152,montcalm-chilworth-townhouse,"The hotel was lovely, the staff were very welcoming The rooms were clean, modern  beds were comfortable The showers were powerful  hotNA",2022-07-04,10.0,7.7,9205,0,0,Excellent,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,22,882,2.3,12.44,57.61,0.667950693866032,0.827757214575416
153,153,the-belgrave,"Location  walking distance to Buckingham palace and most imporantly  to the tube The surrounding is nice and quiet The breakfast was nice, including fruit and vegetable The staff was kind",2024-01-29,10.0,8.6,5715,0,0,"Pleasant stay in nice hotel, located near the tube less than 5mins walk",4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,13,30,308,1.4000000000000004,18.67,49.49,1.8850348551145824,0.48450603640536977
154,154,nyx-hotel-london-by-leonardo-hotels,"locatie
netheid",2021-12-19,9.0,8.4,9394,0,0,voor herhaling vatbaar,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,3,2,1079,0.5999999999999996,0.8,77.91,3.321928094887362,0.3186484231221223
155,155,lancaster-gate,"Clean and welcoming Good breakfast for the included price Staff were wonderfully helpfulAs an American, I might just not be used to British beds however these beds are hard as rocks and the pillows were quite thin",2023-08-27,6.0,7.7,14445,0,0,"If you bring your own pillows, youre stay will be so much better",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,13,37,463,1.7000000000000002,19.12,50.84,0.5177101603875072,0.8964204224307345
156,156,crestfieldhotel,"Location was ideal right next to Kings Cross, price is good if you need a cheap onsuite roomNoisey accommodation, the underground rail line  you can hear all night which is one of those things,but the room insulation from other rooms isnt great, I was woken a few times at the early hours of the morning by slamming doors and noisey guests",2022-02-23,5.0,7.8,6515,0,0,Passable,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,61,1013,2.8,27.02,34.94,2.0843379225124705,0.6403426002703174
157,157,thistletower,"lovely room very comfortable beds, view was fantasticno green tea bags",2022-04-11,8.0,7.7,20956,1,0,great weekend cant wait to come back,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,7,11,966,0.2999999999999998,11.67,68.77,0.7861585945724529,0.7754117139473767
158,158,zedwell-trocaderor,"very clean and location is in central and close to everythingbad phone signal, no toothpaste and the rooms were small",2022-08-24,8.0,7.4,39497,0,1,Good for sleep,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,3,20,831,0.5999999999999996,12.0,68.1,1.655957539657699,1.2668825929712741
159,159,park-plaza-county-hall,clean and great location  The Staff were really wonderful and efficient It was the best service I have had at a UK hotel evernothing  it was excellent all round,2022-10-10,10.0,8.6,11045,0,0,Excellent hotel with fantastic staff,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,5,29,784,1.4000000000000004,17.12,50.5,0.5480819464628187,0.8823431617811432
160,160,zedwell-trocaderor,"The locationRooms quite hot even with AC on 
I little claustrophobic bc of the room having no windows",2024-04-11,8.0,7.4,39497,0,0,Good location and very clean,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,5,18,235,0.5999999999999996,11.64,61.67,1.6856748990813593,0.9240101350178173
161,161,park-plaza-county-hall,"The hotel was perfect for a family trip Close walk to most things we wanted to do  

We also got the guest of the day so got a free upgrade to a penthouse This was amazing and completely unexpected which made it even more special 

The breakfast was good, and the staff were friendly They were also giving the children halloween goodies which they loved 

Thank you There wasnt anything we didnt like",2023-10-28,10.0,8.6,11045,1,0,Recent stay,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,2,73,401,1.4000000000000004,30.3,22.76,2.0002237542364742,0.8950571246088447
162,162,thistletower,"Great location for the tubesThe room we had was smaller than expected, compared to where we have stayed before
The bath was slightly stained which I wouldnt expect for a 4 hotel 
Disappointed with our view our the window we looked out onto offices  my booking said we would have a view
Towel radiator and aircon functions did not work
TV apps provided on the tv werent functional and certain channels didnt have any sound after certain times of the day  which annoyed us both as wanted to watch a late night movie
Room location was dissatisfying  next to hall way double doors which people kept going through which meant they kept banging against each other and echoing into our room during the night
We were never told about the restaurant located inside the hotel or your Starbucks cafe, on arrival, or offered to add breakfast onto our booking",2022-10-24,7.0,7.7,20956,0,0,Good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,149,770,0.7000000000000002,61.75,-62.85,1.4642240220802623,1.3057621405660687
163,163,parkinternational,"Good value for money The bathroom was spacious and modern The bed and pillows were comfy Left the fan on 19 degrees as the room was a little stuffy Enough plugs within the room Great to have a mini fridge and will fit big bottles The safe was good to have and easy to use Great location, litlerally a 2 minute walk to the tube Lots of pubs and restaurants around Very happy If you dont book breakfast, you can pay 1499 per person, we didnt realise if you book breakfast on the day of checking in, you get it for 10 each  They should tell you this as reception The breakfast room was busy and a bit stuffy The menu had French toast on it but none was available",2022-05-03,9.0,7.6,6120,1,0,Great location and good value for money,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,7,130,944,1.4000000000000004,52.92,-26.64,2.1399606790361863,0.2710778274511282
164,164,nyx-hotel-london-by-leonardo-hotels,"The style was quirky and funThe room was freezing cold, the thermostat didnt work The bathroom was dirty",2022-01-21,5.0,8.4,9394,0,0,Passable,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,18,1046,3.4000000000000004,9.42,78.59,0.8641161696902141,1.517596754536589
165,165,lancaster-gate,"The staff were excellent,bar prices very reasonableNot a fan of continental breakfast but a good choice and plenty of it
The shower in our didnt work properly  we didnt complain but very little else",2024-11-11,9.0,7.7,14445,0,0,"Great ,good value ,will be back next year",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,8,34,21,1.2999999999999998,18.31,45.43,0.4449722155694427,1.768071697364839
166,166,alexandra-hotel,Nice quiet area close to Paddington  Hyde Park Room  facilities were goodBreakfast was very limited in choice,2021-12-23,8.0,7.0,6404,1,0,Good value stopover,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,3,17,1075,1.0,13.86,62.68,1.4779470688811054,0.708934229982441
167,167,marlin-waterloo,"Good location, comfortable and relatively spacious rooms with decent facilities Not bad value at all for being in central LondonThe WiFi was unreliable and kept disconnecting or being very poor speed Im glad I wasnt trying to work there The bar is very soulless but there are plenty of better places nearby",2024-10-26,7.0,8.1,10695,0,0,"Fine, not bad value for where it is, WiFi not so good",4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,12,52,37,1.0999999999999996,26.18,18.7,1.116191829415398,1.6232305685163926
168,168,lancaster-gate,"Room was clean, staff helpful Comfortable",2022-06-03,8.0,7.7,14445,0,0,Family weekend,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,2,6,913,0.2999999999999998,9.07,73.85,1.0854391228337699,0.6492694958054979
169,169,sidneyhotel,"The hotel was in a convenient location I had several tours leaving from the Victoria Coach Station, so I wanted a hotel near there this was also not far from other places in central London, some within easy walking distance and others reachable by Tube The breakfast buffet was OK Ive seen better, but Ive seen worseThe room was rather small and cramped, but thats typical of central London hotels unless you pay a heck of a lot more than this Its adequate The room numbering is a bit confusing, with the numbers not corresponding to floors in any sensible way, and there are two different lifts going to different sets of rooms but once you figure that stuff out its all right",2023-08-16,8.0,7.8,12641,1,0,Decent hotel in a good location,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,6,123,474,0.20000000000000018,52.13,-36.46,0.8992469655862824,1.5681285366807558
170,170,radissonblugrafton,"Proximity to Warren st tube station
Clean bathroom, nice sheetsVery small room, no chocolate or biscuits Dirty window frames and some dirt on skirting boards",2024-09-04,5.0,7.9,9315,0,0,Passable,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,1,25,89,2.9000000000000004,11.6,63.02,1.4065593430133134,1.403414633458767
171,171,milleniumgloucester,"The location and bedsDated facilities, dated bathroom",2021-12-06,6.0,7.4,15320,0,0,Pleasant,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,1,7,1092,1.4000000000000004,19.94,5.15,1.250805520928676,1.8214563409066007
172,172,studios2let,"The room was fine for a one night stay  The value for that location was good  The hosts were able to move us to a basement room which only required 2 flights of steps  The room was clean and met our needs for that night  The location was within walking distance of the train station which was our main reason for selecting Studios2LetThe room was so tiny that we appreciated that it was for one night only  The lack of a lift was very sad  We had very heavy suitcases and navigating multiple sets of stairs became difficult for persons of our age  Also, having to scoot out the faux shelf below the window to turn on the heat was a trick

I am not sure how you calculated a 5 on this review  I have almost as many frowns as smiles on the scale",2024-04-27,5.0,7.6,11670,0,0,"Tiny, tiny room but good value for the location to the train station",3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,13,145,219,2.5999999999999996,60.48,-50.33,2.1761285866227857,0.5022867255450902
173,173,marlin-waterloo,I personally enjoyed the location it was easy to get to just a short 5 minute walk from the station On arrival the staff were so accommodating and friendly and my room was just as I had imagined it to beI didnt like that the wasnt a direct phone line to get hold of reception it was only through WhatsApp message and sometimes the reply was too long and I got a bit frustrated with it,2023-10-19,10.0,8.1,10695,0,0,Worth it,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,76,410,1.9000000000000004,33.03,19.72,1.775232056258176,1.092095819998773
174,174,park-plaza-county-hall,Location and viewBreakfast buffet food could be warmer,2024-11-12,8.0,8.6,11045,0,0,Good,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,8,20,0.5999999999999996,13.2,63.36,2.1156744355007566,0.8164771293182232
175,175,norfolktowershotel,it was nice clean and tidy friendly staff went above and beyondthere was nothing I didnt like aside the fire alarm making an appearance for a little while on and off at 8am,2022-05-16,9.0,7.7,9382,0,0,lovely would deffo stay again,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,33,931,1.2999999999999998,14.41,71.82,1.1792874082307594,1.2007013587345474
176,176,z-trafalgar,"Great Location  Youre near everything  All the major sites are close and do is the night life  Public transportation is cheap and safeVery clean and modern however the rooms are very small  The small bathroom is about 40 of the total room  Great for couples who arent there much, but the room is very small  Well laid out but the total space with bathroom is as big as a small bedroom",2022-10-02,9.0,8.4,13923,0,0,Superb,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,71,792,0.5999999999999996,29.53,24.79,1.772097959596724,0.7623327317658556
177,177,sidneyhotel,"Very good locationRoom is very small especially bathroom
Coffee at breakfast very poor",2021-12-22,7.0,7.8,12641,0,0,Adequate accommodation  Very good location close to underground station,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,9,13,1076,0.7999999999999998,11.35,49.82,1.545708973791177,0.9247496162895461
178,178,ace,"Location to underground tubeCarpet, stairs, slow shower drain, terrible bed  pillows",2023-04-08,4.0,7.7,6277,0,0,Disappointing,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,1,11,604,3.7,15.31,34.93,1.9119551846637968,1.0832098214863508
179,179,parkinternational,"Helpful staff, very close to the tube station and restaurants, walking distance to the Museum of National History Very clean and affordable",2024-04-07,10.0,7.6,6120,0,0,"Helpful staff, very close to the tube station and restaurants, walking distance to the Museum of National History Very",4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,19,22,239,2.4000000000000004,14.25,49.15,1.561489668992333,0.7394694807849983
180,180,montcalm-chilworth-townhouse," Stunning location convenient for tube pretty foyerRoom was tiny like proper tiny
Breakfast was cheap Coffee was cold in shared jug",2024-08-08,5.0,7.7,9205,0,0,Adequate,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,21,116,2.7,14.11,58.62,1.3657093337858448,1.6948987166441314
181,181,windsorhousehotel,"Great location near the Underground station Earls Court It is very convenient to visit the cityBasically, there is no natural light in the room Our room was too  expensive for what it offers even if we take into consideration that we have visited London on New Years weekend Room too small",2024-01-11,8.0,8.0,6335,0,0,Very good,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,2,51,326,0.0,26.67,28.17,1.7997066851014272,1.1062786885533824
182,182,thistletower,"This was our second time at the hotel Its in a great location, just a 5 minute walk from the tube Last time we had a view of Tower Bridge from our room This time we had a view of St Katherines docks and the City of London, so still didnt disappointWe paid 22 each for the breakfast and it wasnt the best The choice was very good but the cooked breakfast wasnt very warm",2024-11-12,8.0,7.7,20956,0,1,"Great location, amazing views, would definitely stay there again",4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,9,75,20,0.2999999999999998,31.07,29.19,1.0745907025299044,0.6958433831349736
183,183,lancaster-gate,Clean and happy staffNothing,2022-07-11,9.0,7.7,14445,1,0,Superb,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,1,4,875,1.2999999999999998,1.6,75.88,1.8324131032004392,1.9039146477024969
184,184,cityinnwestminster,"Excellent room, quiet and comfortable Bar had some good cocktails Close to conference centreLift to my floor broke down on the day I was leaving I have to use the lift owing to mobility problems after an operation",2023-10-04,9.0,8.3,7467,0,0,Superb,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,1,38,425,0.6999999999999993,21.52,41.37,1.137958660315251,0.5936710296263328
185,185,stgileshotel,"Good locationConsidering it was superior room, it was small",2024-08-20,8.0,7.0,14989,1,0,"Enjoyed stay, restaurants were ok",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,5,9,104,1.0,12.49,28.5,1.482566215933784,1.017266314844761
186,186,the-clermont-victoria,"The location is fab and really close to the theatre district, our theatre and restaurant were just a 5 minute walk  The hotel is lovely and our room was great, we loved the added touch of the free drinks in the room and the fact that you could change the pillows if they were too hardsoft with their own little menu  Breakfast was good, lots of choice and everything was piping hot  I do think however the biggest attraction for this hotel is the helpfulness, friendliness and courtesy from all of the staff, without exception, they could not do enough to ensure we had a great experience and we didnothing to be honest",2023-02-19,10.0,8.7,6664,0,0,Outstanding customer service and super hotel,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,6,113,652,1.3000000000000007,47.68,-17.85,0.24795382123710344,1.0264804769339635
187,187,lancaster-gate,Everything  it always isNothing,2022-05-11,10.0,7.7,14445,0,0,Have stayed here quite a few times before and would do so again,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,13,4,936,2.3,11.6,8.2,3.321928094887362,0.3186484231221223
188,188,radissonblugrafton,"Location
CleanlinessSmall room",2022-12-09,8.0,7.9,9315,0,0,Very good,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,2,3,724,0.09999999999999964,27.87,-24.64,1.832431350758524,1.2506227162051342
189,189,stgileshotel,"Position, in the Heart of West EndWest Wing was very dated",2024-05-06,7.0,7.0,14989,1,0,"Great Location, in the process of upgradeI think the price we paid for our room in relation to the condition was to hig",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,23,11,210,0.0,8.04,85.69,2.4192925073400566,0.9863289549074369
190,190,sidneyhotel,The double bed was extremely small and there was electrical radiator if we needed warmth,2024-02-19,6.0,7.8,12641,0,0,Pleasant,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,15,287,1.7999999999999998,14.0,56.25,0.9611109149453201,1.2963687140193465
191,191,windsorhousehotel,Very clean and quietDouble room was very small,2022-04-23,7.0,8.0,6335,0,0,Good hotel at a reasonable price in central London,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,9,8,954,1.0,8.2,80.28,1.4825971833005644,1.0172533991949118
192,192,milleniumgloucester,Just a nice hotel and staffCouldnt turns the lights off in the room,2024-10-29,8.0,7.4,15320,0,0,Very good,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,2,13,34,0.5999999999999996,5.2,92.12,1.0854163726965824,0.6492794021735635
193,193,blakemore,Wonderful location near Hyde ParkBreakfast area a little crowded for the large number of guests,2023-11-04,8.0,8.3,12340,0,0,Hyde Park proximity a plus,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,15,394,0.3000000000000007,11.33,56.25,1.520917665242799,0.9582389420336093
194,194,tavistock,"Its location
The bar and restaurant are good 
The rooms are clean and tidyThe bathroom is very very tired and in need of an upgrade 
But all very clean",2024-04-12,8.0,7.7,5932,0,0,Sad that the bathroom is so  tired the staff still keep the rooms clean and tidy  They just need an upgrade Would stay,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,23,29,234,0.2999999999999998,12.98,75.88,0.6221187208810016,0.8484429918809575
