,Unnamed: 0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation of star ratings,FOG Index,Flesch Reading Ease,ContentDepth,ContentBreadth
195,195,milleniumgloucester,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,2024-10-29,8.0,7.4,15320,0,0,Ok apart from the banging and lack of sleep,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,9,81,34,0.5999999999999996,33.39,14.64,0.26029202436011806,1.881000075750364
196,196,thistletower,Good location Very comfortable room and bedLifts were shocking So busy and missing floors to collect people Every lift we got into was near enough full Also had a random man knock and ring the doorbell continuously at my room at 11pm,2024-10-27,7.0,7.7,20956,0,0,Good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,42,36,0.7000000000000002,19.66,45.77,1.3830285241295124,0.6395922937521297
197,197,thistletower,"Clean rooms, very polite staffLifts are normally busy in the morning  2 out of 4 lifts were out of use for planned maintenance  At times we went up twice in the same lift before we landed at ground level",2024-02-18,8.0,7.7,20956,0,0,Great stay location,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,3,39,288,0.2999999999999998,17.65,65.73,1.3884423736756737,1.04604091647327
198,198,nyx-hotel-london-by-leonardo-hotels,"Great location, walkable distances and close to Tube Spa with saunas were really good after long dayOne day did not have Wifi and lifts were not working but might be involved with some kind of emergency they had",2024-07-01,9.0,8.4,9394,0,0,"Good place to stay, with beautiful room and geat spa",5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,10,38,154,0.5999999999999996,18.36,58.29,1.9846076565177868,0.4321218216146538
199,199,sidneyhotel,It was a comfortable room and reasonably priced The staff were helpful and kind The breakfast food was plentiful and decent The locale was what I wantedI would have loved some bacon or sausage on the weekend,2023-07-04,8.0,7.8,12641,0,0,My stay was very good and I would recommend the place,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,11,37,517,0.20000000000000018,18.04,50.84,1.2034539902299457,1.2075603027155644
200,200,park-plaza-county-hall,"Great Location, friendly reception staffOver priced for a bit shabby rough around edges hotel  Rooms were no better than a premier inn  didnt feel lived up to the Plaza name or price",2024-11-11,5.0,8.6,11045,0,0,Passable,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,32,21,3.5999999999999996,15.3,64.38,1.7744174310366574,0.9644443182285601
201,201,sidneyhotel,"Staff  friendly and helpful 
Room cleanliness very good 
Location excellent for usToilet too small , could hardly swing a cat 
Breakfast could be improved supply croissants etc  
Tea in a thermos at breakfast  tea was not as hot as should be Tea pots would be a better idea",2022-06-17,8.0,7.8,12641,0,0,Enjoyed our visit very much,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,5,48,899,0.20000000000000018,22.2,40.69,1.08380722546961,1.455346934439592
202,202,zedwell-trocaderor,Base music till late into the evening,2022-12-30,8.0,7.4,39497,0,0,very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,7,703,0.5999999999999996,2.8,89.75,1.2507171411068472,1.852113649603289
203,203,montcalm-chilworth-townhouse,"Clean, friendly staff and very helpful 
Good facilities in the room",2024-07-14,9.0,7.7,9205,0,0,"Ideal for Hyde park, so great when BST festival is on, lovely hotel",5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,13,11,141,1.2999999999999998,8.04,68.77,1.5382251497384247,0.5881447793909673
204,204,milleniumgloucester,"close to tube,  close to where I was going  Breakfast included in price
Smiley, thankful  folk  it all helps  so importantwindows dont open
Id sooner have a shower, not a bath, but thats subjective",2023-02-18,8.0,7.4,15320,0,0,"Most, very good",4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,3,34,653,0.5999999999999996,17.13,53.89,1.7192326129158622,1.0312410946845192
205,205,park-plaza-county-hall,Lovely bright clean hotel Staff were all lovely and friendly Rooms was big with great views Ideal for staying with husband and daughter,2024-09-16,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,23,77,1.4000000000000004,9.2,73.51,0.9310069214176416,0.7631007473111858
206,206,hanoverhotel,Very accommodating and polite  Knowledgeable of the area and super helpfulHard to locate from taxi  The sign for the hotel wasnt very visible,2023-06-25,9.0,7.8,5613,0,0,Perfect for a quick overnight or a getaway,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,8,23,526,1.2000000000000002,16.16,39.67,0.72178644163121,1.6018294592137787
207,207,z-trafalgar,Excellent location Clean Modern Great staffSmall rooms but that is not hidden Not a big issue at all for a couple of nights,2023-02-19,10.0,8.4,13923,0,0,Exceptional,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,23,652,1.5999999999999996,12.68,65.05,0.6679896969565704,0.8277379892570742
208,208,nyx-hotel-london-by-leonardo-hotels,"All the staff were very friendly and helpful We went there to celebrate my bfs bday and they placed some treats, decors and a bday card for himNone",2024-10-15,10.0,8.4,9394,0,0,Excellent,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,28,48,1.5999999999999996,12.63,76.9,1.0854374992105178,0.6492661517381284
209,209,the-belgrave,Perfect location  Room was a bit small but ok for a  short stay  Breakfast was delicious   Fresh towels everyday and the staff were very helpful but could smile moreNothing,2023-07-18,8.0,8.6,5715,1,0,Very good,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,2,29,503,0.5999999999999996,14.36,58.96,0.4907525692632303,0.9090070136102667
210,210,zedwell-trocaderor,The online checkin required a credit card A lot of people of my country do not have that A scan of the passport would be better,2022-09-04,8.0,7.4,39497,1,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,26,820,0.5999999999999996,10.4,70.47,1.6524843767329938,1.0161829503198192
211,211,crestfieldhotel,"location next to Kings Cross STP  good choice for those who continue travelling by train or plane from all London airports, in fact this was my main reason of choice as I had a train to Luton at 6 am, room was serviced every day and it was clean, water refilled every day  kettle with tea and coffee  big plus, very nice personnel noise of all trains from underground  almost 24h  it was not so bad for me but for someone who is much more sensitive it might be horrible, very small double bed so in fact I cannot image normal L or XL couple being able to sleep well  S size only , I was travelling with my 12 years old rather small Son and it was very uncomfortable, also lenght of the bed is not for 180 cm person as my feet were off , bed very uncomfortable, room very small  reasonable choice for one max two nights",2022-08-14,7.0,7.8,6515,0,0,good option for one or two days stay  super close to Kings Cross STP,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,14,160,841,0.7999999999999998,65.48,-63.52,0.8703877173300865,1.34720535436021
212,212,marlin-waterloo,Excellent service,2024-10-28,8.0,8.1,10695,0,0,Very good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,2,35,0.09999999999999964,20.8,-6.7,1.8323303340832742,1.2507067290260299
213,213,blakemore,"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",2024-10-25,8.0,8.3,12340,0,0,Comfortable and clean  very good location,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,6,31,38,0.3000000000000007,13.69,56.93,0.44491048233644603,2.1705309371926806
214,214,park-plaza-county-hall,The staff was very friendly and helpful,2023-09-04,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,7,455,1.4000000000000004,2.8,89.75,1.4825066671340918,0.49600251658174915
215,215,marlin-waterloo,"Excellent location, services and roomsNo parking",2023-10-31,9.0,8.1,10695,0,0,Excellent,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,1,6,398,0.9000000000000004,15.73,14.63,2.3280376070751343,0.6979941867349237
216,216,crestfieldhotel,Very convenient location Friendly staff allowed us to get the room earlier since we arrived early and room was available Room was pleasantly well designed despite its a little small We will return when we are back to London again Thank you,2022-07-26,9.0,7.8,6515,0,0,Superb,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,42,860,1.2000000000000002,20.61,45.77,1.061012733202008,1.0312900870876538
217,217,stgileshotel,Very central for going round London Breakfasts very niceThe room we were in 232 was small and the beds were only 26 so difficult to move around Shower access was very good and very clean,2023-05-30,8.0,7.0,14989,0,0,Anne,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,1,35,552,1.0,15.14,61.33,1.6983838516875376,0.40735058391592366
218,218,the-clermont-victoria,"The whole atmosphere was excellent The rooms comfortable and the staff friendly and helpful 
Also well situated for transport and Victoria area
Reception had arranged a birthday cake for my wife, which was very good from Lolas Cupcakes and decorated the room with balloonsThere was nothing that I didnt like",2023-04-20,9.0,8.7,6664,0,0,Great hotel for a stay around Victoria,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,7,50,592,0.3000000000000007,26.4,20.73,1.4799954779702498,0.4727999748120902
219,219,the-belgrave,"very nice hotel, comfortable bed, great shower, all you need after whole day sightseeing  10 minutes to Victoria Station, or take the bus 24 which is almost in front of the hotel goes to Trafalgar Square, Pimlico station around the corner many convenience stores, pubs and restaurants, coffee shops in close vicinity of the hotel would recommend to anyone ",2023-11-15,9.0,8.6,5715,1,0,Superb,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,1,59,383,0.40000000000000036,28.35,20.05,0.5628846780181702,0.9263958674201535
220,220,stgileshotel,"locationtired and dated  room,dirty bathroom, original room smelled of stale smoke, small room, tea coffee station inadequate",2022-11-24,6.0,7.0,14989,0,0,if it wasnt for location and staff would have scored lower hotelroom is very dated and not the best kept,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,20,17,739,1.0,13.86,45.76,1.4230203013509064,1.2755109158480962
221,221,studios2let,My room had two windows and it made me fell comfortable with the light of the day and circulation of the airI had to carry on my luggage to the third floora little difficult and tiring,2022-05-19,8.0,7.6,11670,0,0,Exactly like the photos,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,4,36,928,0.40000000000000036,17.73,51.86,1.426671861194305,0.9878387218512794
222,222,studios2let,"We love Studios2Let Regularly use this property when in London It provides a range of rooms
We had a great welcome, very comfortable bed, hot and efficient shower 
Ground floor room, with french windows opening onto secluded garden was a treat
Wonderful location enabling easy access by walking, bus and tube travelVery small Tiny shower cubicle and basin 
We only had one comfortable chair, probably because of the space constraint, foldaway seats were a poor alternative Awkward space prevented easy opening of the wardrobe",2022-12-01,9.0,7.6,11670,1,0,Love it here,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,3,84,732,1.4000000000000004,38.36,-5.33,1.520482552938655,1.59559818841322
223,223,stgileshotel,"I VISIT THE HOTEL BETWEEN 2 AND 3 TIMES A YEAR I AM A TRAVEL AGENT, HAVE MANY GROUPS TO LONDON
THIS TIME I WAS ALLOCATED AT ROOM 521 SMALL ROOM BUT WAS PERFECT I LOVED IT VERY MUCH, ALL FACILITIES WERE THERE AND IT WAS PEFECTTHE LIFTS ARE SLOW, BUT IT IS NOT NEW",2024-09-22,10.0,7.0,14989,0,0,LOVE IT AND OF COURSE WILL COME AGAIN THANK YOU,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,10,55,71,3.0,24.18,41.03,1.3094311994571028,1.2905549362671338
224,224,stgileshotel,LocationMattress to hard,2023-03-31,8.0,7.0,14989,0,0,Very good,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,2,3,612,1.0,14.53,9.21,2.41925524541537,1.3603299063412726
225,225,studios2let,"Reception staff were very good and helpfulBathroom was very small, no fan or open window Range hood over stove did not work and large window in room did not lock, could be opened from the outside",2024-04-28,4.0,7.6,11670,0,0,Disappointing,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,1,36,218,3.5999999999999996,16.62,68.78,0.44493281837037313,1.7680965230944523
226,226,lancaster-gate,"The staff were very attentive, good location, everything was clean even though in general facilities are quite oldPipes run through the whole room, I could hear loud noises almost the whole night which kept me from sleeping, so if you were a light sleeper I do not recommend",2022-03-31,6.0,7.7,14445,0,0,Everthing was fine except for the noises at night,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,9,48,977,1.7000000000000002,22.53,39.68,1.309024453565289,1.5444522215133025
227,227,the-clermont-victoria,"This was our second visit to the hotel and although the price had increased considerably for the same period from the previous year the hotel just ticks the boxes for our annual visit to the Chelsea flower showSome of the housekeeping in the corridors , on occasions we were met with a vacuum cleaner and other rooms room service outside our room door",2023-05-31,9.0,8.7,6664,0,0,"A very nice, high quality hotel ideally located for the places  we like to see when visiting London",4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,18,63,551,0.3000000000000007,29.96,17.01,1.1968443760755105,0.811139288902337
228,228,norfolktowershotel,"Very kind and polite staff, tasteful breakfasts,  cleanliness Very good location for trips around the city as well as for walk in the parkVery thin doors, halls used to be noisy in the evening  Bed was softer than usual, sometime felt like sinking",2022-05-02,8.0,7.7,9382,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,43,945,0.2999999999999998,19.06,53.21,1.322105470963735,0.5694348719218582
229,229,the-belgrave,"Comfortable and clean roomFaulty bedside light switch 
Included breakfast was only continental and you had to pay extra for hot food this wasnt made clear when booking",2021-12-11,7.0,8.6,5715,0,0,Good room and good location,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,5,27,1087,1.5999999999999996,15.24,52.53,0.54809170882342,1.7057483527684645
230,230,z-trafalgar,"Location was really good We left our luggage with them before we could check in, they then put it in our roomI didnt like how you could see into the bathroom The windows were misted but you could still see in, there was also a gap between door and glass where the toilet was",2024-02-24,9.0,8.4,13923,0,0,Great for a couple of nights for sightseeing Brilliant location,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,10,54,282,0.5999999999999996,22.34,42.05,1.3561207839430214,1.9166611857225155
231,231,thistletower,"Fantastic location next to tower bridgeSmall room, expensive",2023-12-27,7.0,7.7,20956,0,0,Great location,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,2,8,341,0.7000000000000002,18.2,29.52,1.7056898169487922,0.5664870677930468
232,232,phoenixhotel,The location is excellent and the staff was helpful and accommodatingThe noise level from other guests was very disruptive I wouldnt recommend this hotel for anybody looking for a restful night,2024-11-04,5.0,8.2,5898,0,0,Excellent location beware the noise level of the other guests,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,10,31,28,3.1999999999999993,18.85,40.01,1.24993683145339,1.3779657142265642
233,233,marlin-waterloo,The location The staff were very helpfulNothing,2024-08-17,10.0,8.1,10695,0,0,Excellent location,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,7,107,1.9000000000000004,14.23,55.91,1.8324236974255799,1.250622810426873
