,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date
875,alexandra-hotel,"Great location , spotlessly clean , polite and helpful gentleman when checking in 
Towels were changed daily  Tea etc topped up  There was a bathBreakfast was fine for the price that we paid  Some fresh fruit would be nice  
A bath mat would be helpful in the bath  Bit slippery without",2023-07-01,8.0,7.0,6404,0,0,"Very pleased , didnt expect such a good quality hotel for the price",3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02
876,park-plaza-county-hall,"Very good hotel, spacious room with a great view Look forward to staying here again in future",2024-11-11,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
877,the-clermont-victoria,"The ambience
The location 
The helpfulness of the staff 
The comfort and design of the roomMultiple elevators needed to get to our room",2023-07-20,9.0,8.7,6664,0,0,Superb,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
878,thistletower,"Location, view of the Thames from the window and great coffee on St Katherines Docknothing",2023-06-07,9.0,7.7,20956,0,0,Perfect,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
879,sidneyhotel,"friendly, good service, clean and breakfast was perfect,great location, very clean ,",2022-07-24,10.0,7.8,12641,0,0,our twin room was lovely and breakfast was very nice,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
880,astorcourthotel,Desayuno muy bueno,2023-06-13,9.0,7.9,7132,0,0,repetiria mi estadia en el lugar,3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02
881,point-a-london-liverpool-street,Helpful friendly staff Good locationI couldnt lock the door to my room,2023-12-07,10.0,7.7,8323,0,0,"Convenient, clean, free breakfast",3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02
882,the-belgrave,"It was a beautiful hotel The entrance set the scene with a gorgeous water feature The bedroom was immaculate as was the bathroom It was 5 minutes from the tube station which was very convenient Breakfast was amazing for a few extra pounds, and the staff waiting on were polite  helpfulThe air con didnt keep us that cool, so our night sleep wasnt as good as it couldve been",2023-06-30,8.0,8.6,5715,0,0,Short break in London,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
883,stgileshotel,LocationThe bathroom was tiny,2023-06-23,7.0,7.0,14989,0,0,Short stay in the West end,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
884,blakemore,I liked afternoon drinks in the restaurant,2024-10-22,8.0,8.3,12340,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
885,tavistock,"Breakfast was excellentRoom was dated 
Needs to be updated 
No air conditioner",2023-08-25,5.0,7.7,5932,0,0,Satisfactory,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
886,parkinternational,"1 Excellent front staff 
2 Refurbished rooms1 Housekeeping not done 
a Ironing board not stowed away made it very difficult to walk 
2 Used cups not put away 
3 Left over fast food not thrown 
3 Fridge not working",2023-11-25,2.0,7.6,6120,0,1,Very poor,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
887,express-hammersmith,The hotel was very busy but never felt crowded or cramped,2024-10-16,8.0,8.0,8005,0,0,Very good,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02
888,radissonblugrafton,"The location was fantastic, right next to Warren Street underground station and a short walk from either Euston Square or Euston made getting around London easyCouldnt sleep at night due to loud noise from the ventilation fan within the room that couldnt be turned off",2022-10-05,6.0,7.9,9315,0,0,Pleasant,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
889,parkinternational,"location, and roomno regular dining area and difficult to open and close window",2022-10-22,8.0,7.6,6120,0,0,worthwhile,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
890,zedwell-trocaderor,"Its central and modern Close to Tube station shops restaurants and theater 
Lobby is large modern and welcomingWell, we were taken a back when we were charged 15 euro per luggage when we needed to leave our baggage at the hotel while we explored the city as we arrived 2 hours earlier and again when we checked out as our flight was late and didnt want to waste a day
The room was tiny with nowhere to place our clothes We were a family of 4 and the partition between the shower  toilet and bed was made of frosted glass We could see  each other through the glass no privacy no toilet brush No extractor or window  Lightning was very low ",2024-07-04,7.0,7.4,39497,0,0,We enjoyed our stay in London and would be traveling back in 10 days  Would have stayed there again if we had a better,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
891,the-clermont-victoria,"Hotel is beautiful Room was comfortableOne lift was out of order, lots of waiting around
Meeting room we booked was locked so had to go back downstairs to have it opened Also room wasnt already set up Lunch was undercooked",2023-08-02,8.0,8.7,6664,0,0,"Beautiful hotel, easy access to underground",4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
892,studios2let,Having a cooker microwave etc to do your own cooking meals is fantasticThe Bathroom was a tad on the small side,2022-05-23,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
893,the-belgrave,Great location within walking distance of some excellent restaurants and attractions Breakfast was very good Friendly staff Great city view from our room 507,2022-05-28,10.0,8.6,5715,0,1,Very pleased I chose this hotel for a special London Break,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
894,stgileshotel,"Location was the only thing to like about this placeRooms were poor even for a 3 star hotel
Staff except Hannelispelling not correct They just werent happy and certainly not friendly
Lifts slow or not working
Croissants were clearly days old at times
Had to chase up toilet paper
Iron not working in ironing room",2024-09-07,3.0,7.0,14989,0,0,Not recommended Location is only saving grace,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
895,marlin-waterloo,Very spacious room,2023-04-21,8.0,8.1,10695,0,0,Very enjoyable,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
896,z-trafalgar,"its was convenient locationunfortunately on our stay the AC was broken, our room was extremely hot and stuffy, the fan just blew hot air around and was way to loud to sleep while it was on we didnt have much sleep as we was that hot I am so unhappy and it really did make our trip away unpleasant they offered us complimentary breakfast, that was awful, they was bread a few pastries and cheese and one slice of ham nothing else and we are dairy and gluten intolerant so left us with a bagel and thats it very disappointed as we had two rooms as we had our children with us and the queen bed was definitely not queens more like a small double very expensive for a hot stuffy box room so disappointed",2023-06-20,1.0,8.4,13923,0,0,hot stuffy small double they call Queen bed,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
897,crestfieldhotel,"clean, modern, pretty quietThat breakfast wasnt an option but there was tea and biscuits in the room which was nice",2022-12-22,9.0,7.8,6515,0,0,excellent would definitely stay again,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
898,crestfieldhotel,"Clean, quiet and good location",2022-04-10,8.0,7.8,6515,0,0,Very good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
899,windsorhousehotel,"The property was lovely and clean and a good locationI was told the room would be decorated for a 10 year wedding anniversary, although we got upgraded, it was still a smaller room and was not decorated as they stated it would be",2023-12-03,7.0,8.0,6335,1,0,Nice and comfortable,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
900,zedwell-trocaderor,location is so centraldifficult to find the room,2024-06-12,7.0,7.4,39497,0,0,Good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
901,marlin-waterloo,"Perfect location, everywhere was close, the room was clean and comfortable I can recommend Marlin Waterloo to everyone",2023-02-28,10.0,8.1,10695,0,0,"Perfect location, everywhere was close, the room was clean and comfortable",4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
902,nyx-hotel-london-by-leonardo-hotels,"Great vibe, love the decor Lovely rooms, decent size Really nice rooftop bar Staff are super friendly Great choice for breakfastOnly negative was the room was so warm, even with the aircon on which you couldnt leave on all night as it was so loud the room just didnt cool down The heating seemed to be on full wack throughout the hotel and it was a little over bearing Especially at breakfast Maybe because were northern and can handle the cold better but it was too much",2024-04-10,9.0,8.4,9394,0,1,Would recommend and would stay again they just need to chill out with the heating,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
903,zedwell-trocaderor,"Central location
Comfortable bed
Contemporary styling
Soundproofed air conditioned rooms
Generous room size for budget hotel,Having to pay for early check in",2023-07-15,8.0,7.4,39497,0,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
904,point-a-london-liverpool-street,"Location and croissants were the only decent things in this hotelDirty room, someone elses hair on BOTH of the towels Fingerprints on the bathroom door",2022-09-20,5.0,7.7,8323,0,0,OK,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02
905,alexandra-hotel,"This is my first time to visit London and I am happy that I chose to stay at Alexandra Hotel It is very accessible from Paddington Station, just 23 minutes walk Staffs are welcoming and service is superb The room is neat and worthy for the price Plus, breakfast is also provided I will surely recommend this to my friends and this is now my gotohotel when visiting LondonNone",2022-12-24,9.0,7.0,6404,0,0,Superb,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02
906,parkinternational,"only locationeverything  smelly corridors, dull passage, dirty lobby, not recommended at all  lost my money would have been better off in a lodge",2022-11-10,1.0,7.6,6120,0,0,was a bad idea,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
907,cityinnwestminster,La posizione ideale per muoversi a piedi a Londra Personale disponibilissimo anche con chi non parla perfettamente in ingleseIl lavandino allingresso della stanza non ci sta proprio La pulizia non in linea con gli standard Hilton Colazione poco internazionale,2023-08-21,8.0,8.3,7467,0,0,Reale,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02
908,lancaster-gate,fantastic,2022-02-23,10.0,7.7,14445,0,0,fantastic,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
909,cityinnwestminster,The staff were lovely and very helpful without disabled daughter It was very clean and in a very convenient locationThe modern thought on bathroom design,2022-08-09,9.6,8.3,7467,0,0,Fabulous find in London,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02
910,milleniumgloucester,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,2024-10-29,8.0,7.4,15320,0,0,Ok apart from the banging and lack of sleep,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02
911,nyx-hotel-london-by-leonardo-hotels,"Room was lovely and spacious, bed is amazingthe lighting could be better in the room  make up purposes",2024-01-18,10.0,8.4,9394,0,0,Superb,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
912,radissonblugrafton,Proximity to the Underground Very central to visit the main attractionsThe double room was a bit small,2024-05-07,8.0,7.9,9315,0,0,Very friendly and helpful staff The concierge helped us with itineraries and it was easy to get to our destination,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02
913,stgileshotel,Location was perfect Hotel was lovely and modern Easy to come and go no problems Staff were fine and professional Top breakfast in the morning Room wasnt as clean as I would of liked but considering the hotel size and work load the housekeepers must have  it wasnt terrible,2024-10-01,8.0,7.0,14989,0,0,Would definitely stay again,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
914,thistletower,"The Tower is a brutalist, ziggurat of a building next to Tower Bridge and thus not the most attractive sight as you approach but inside is a perfectly decent modern hotel Rooms starting to look rather tired now and a little out of date but very comfortable and clean",2024-03-15,7.0,7.7,20956,0,0,A great choice for sightseeing and the City,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
915,lancaster-gate,not recommend to any travellers as this is very old and outdated property,2023-06-13,3.0,7.7,14445,0,0,Poor,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
916,thistletower,"The location 
The set up of the room 
The interior
I like the fact there was YouTube on the TV and could connect my phone and play music or other videos 
Even doh we didnt need the iron and the ironing board, it was nice to see one in the room Most places we tend to have to ask borrow to use itI was hoping they will be a fridge in the room but I was told with it been a standard no, I wont get one 
Not been able to move the shower, like a handheld shower I was worried about my hair getting wet",2023-07-18,7.0,7.7,20956,0,0,"I was only there for one night with breakfast, it was a lovely room and decent size for a standard double",4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
917,the-belgrave,beautiful interiorna,2022-10-04,10.0,8.6,5715,0,0,Exceptional,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
918,blakemore,"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",2024-10-25,8.0,8.3,12340,0,0,Comfortable and clean  very good location,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
919,stgileshotel,"Location, cleanliness, friendly staffRoom was very small, however it had everything we needed including Safe, Hairdryer etc",2024-06-03,9.0,7.0,14989,0,0,"Enjoyed our stay, will return to this hotel",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02
920,safestay,"the lift was out of order and i had 2 big bags and other 2 small , no one asked to help, also the receptionist who checked me in wasnt helpful as i asked him to do the check in a little bit earlier because i had an appointment but he refused even before the check in time by 20 mins and the check out time is 10am so of course there is a room that was cleaned but he insisted to check me in at 3 pm exactly",2023-01-26,7.0,7.1,7703,0,0,Good,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02
921,blakemore,"Amazing hotel for the price, loved it Didnt spend much time in the hotel however was perfect for usNothing",2022-02-15,7.0,8.3,12340,0,0,Brilliant,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
922,thistletower,The location was great  Loved the availability of restaurants  the view  The concierge service was very goodThe only problem we encountered was that the toilet was tricky to get to flush,2024-08-21,9.0,7.7,20956,0,0,Would stay there again if were able to go back,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
923,the-clermont-victoria," Beautiful hotel
 Warm, friendly, helpful staff
 Perfectly situated in Londonnothing",2022-09-18,9.0,8.7,6664,0,0,Superb,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
924,the-belgrave,The most comfortable bed and spacious room,2022-03-28,10.0,8.6,5715,0,0,Good nights sleep,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
925,sidneyhotel,"Clean room, comfy bed and facilities as expectedThe in room safe didnt work and neither did the TV",2022-02-24,10.0,7.8,12641,0,0,Great stay in a good hotel Only downside is the lack of options for breakfast,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
926,z-trafalgar,"clean, new
customer service great",2023-03-13,10.0,8.4,13923,0,0,"really nice staying, location also great",3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
927,zedwell-trocaderor,"Shared rooms for a group, comfy beds, big shower, fantastic location Lighting in podsthe price, no tea kettle, bathroom door not solid",2023-10-02,6.0,7.4,39497,0,0,Good nights sleep in great central location but not value for money,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
928,royal-national,"Breakfast was good, the bed was comfortable, room and bathroom were clean, they kept our luggage in the luggage room when we arrived to the hotel before 2pm and they also kept our luggage the day we checkedout so we could do sightseeing without carrying our luggage and before taking the train back home both times free of chargeThe bathroom is too small, we queued for about 1015min before we were able to checkin, we booked two rooms and only one was ready when we went to do the checkin and this was at 3pm and in theory you can check in after 2pm Windows need more insulation",2023-11-14,7.0,7.5,9767,0,0,Good,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02
